,text,tokens,actual,predicted
1530,"en Albanie en 1943-44 puis , au sein du MI6 , responsable de l'instrution militaire des agents albanais infiltrés ( projet `` Valuable '' ) .",en Albanie en puis au sein du MI responsable de linstrution militaire des agents albanais infiltrés projet Valuable en  n A  Al Alb lba ban ani nie ie  e e  en en  n     p  pu pui uis is  s     a  au au  u s  se sei ein in  n d  du du  u M  MI MI  I     r  re res esp spo pon ons nsa sab abl ble le  e d  de de  e l  li lin ins nst str tru rut uti tio ion on  n m  mi mil ili lit ita tai air ire re  e d  de des es  s a  ag age gen ent nts ts  s a  al alb lba ban ana nai ais is  s i  in inf nfi fil ilt ltr tré rés és  s     p  pr pro roj oje jet et  t     V  Va Val alu lua uab abl ble le  e       ,tr,fr
1531,na obali Estonije,na obali Estonije na  a o  ob oba bal ali li  i E  Es Est sto ton oni nij ije ,sl,hr
1532,"浮世絵 ) ,",浮世絵 浮 世 絵 浮世絵 世絵  絵   ,lt,zh
1533,"States and the Founding of the United Nations , August",States and the Founding of the United Nations August Sta tat ate tes es  s a  an and nd  d t  th the he  e F  Fo Fou oun und ndi din ing ng  g o  of of  f t  th the he  e U  Un Uni nit ite ted ed  d N  Na Nat ati tio ion ons ns  s     A  Au Aug ugu gus ust ,es,en
1534,"Samsun 'dan ,",Samsun dan Sam ams msu sun un  n d  da dan an  ,tr,id
1535,( 1792–1797 ),– –  –  ,el,de
1536,31 de marzo,de marzo  de de  e m  ma mar arz rzo ,es,it
1537,of the Moon,of the Moon of  f t  th the he  e M  Mo Moo oon ,ca,en
1538,"( 148,1 pm",pm p m   p  pm ,nn,de
1539,La Paz |,La L a Paz P a z La  a P  Pa Paz az  ,ceb,es
1540,", sta mu",sta s t a mu m u  st sta ta  a m  mu ,sl,pl
1541,pp . 129–133,pp p p – – pp  p     – ,en,ro
1542,sat sit eget,sat s a t sit s i t eget e g e t sat at  t s  si sit it  t e  eg ege get ,da,lorem
1543,Charles Coughlin ·,Charles Coughlin · Cha har arl rle les es  s C  Co Cou oug ugh ghl hli lin in  n · ,pt,fr
1544,"perspectiva , a",perspectiva p e r s p e c t i v a a a per ers rsp spe pec ect cti tiv iva va  a     a ,pt,ca
1545,", M. HEIM",M M HEIM H E I M  M  M H  HE HEI EIM ,el,nl
1546,D9 % 86_,D D D   ,fa,en
1547,Greatest Rock &,Greatest Rock Gre rea eat ate tes est st  t R  Ro Roc ock ck  ,tr,en
1548,whose work have,whose work have who hos ose se  e w  wo wor ork rk  k h  ha hav ave ,it,en
1549,: «Miles Per,«Miles Per  «M «Mi Mil ile les es  s P  Pe Per ,ru,ca
1550,") , etc",etc   e  et etc ,ca,fr
1551,"народов Кавказа ,",народов н а р о д о в Кавказа К а в к а з а нар аро род одо дов ов  в К  Ка Кав авк вка каз аза за  ,ce,ru
1552,for clinical management,for clinical management for or  r c  cl cli lin ini nic ica cal al  l m  ma man ana nag age gem eme men ent ,sh,en
1553,[ 2 ],,gl,en
1554,• Karen •,• • Karen K a r e n • • • K  Ka Kar are ren en  n • ,da,eu
1555,· Fighters ·,· Fighters · · F  Fi Fig igh ght hte ter ers rs  s · ,ru,no
1556,Stauf · Welf,Stauf · Welf Sta tau auf uf  f ·  ·  · W  We Wel elf ,hu,de
1557,· Doordarshan ·,· · Doordarshan D o o r d a r s h a n · · · D  Do Doo oor ord rda dar ars rsh sha han an  n · ,id,nl
1558,· Kensington and,· Kensington and · K  Ke Ken ens nsi sin ing ngt gto ton on  n a  an and ,ms,id
1559,Podgorica | Praha,Podgorica P o d g o r i c a Praha P r a h a Pod odg dgo gor ori ric ica ca  a     P  Pr Pra rah aha ,vo,ro
1560,Gambia | Guinea,Gambia G a m b i a Guinea G u i n e a Gam amb mbi bia ia  a     G  Gu Gui uin ine nea ,de,da
1561,Willie McCool (,Willie W i l l i e McCool M c C o o l Wil ill lli lie ie  e M  Mc McC cCo Coo ool ol  ,it,pl
1562,: L/P &,LP L P  LP LP  ,eo,th
1563,· postmoderna,· · postmoderna p o s t m o d e r n a · p  po pos ost stm tmo mod ode der ern rna ,hr,ca
1564,B 6 C,B B C C B     C ,la,en
1565,seperti yang digunakan,seperti yang digunakan sep epe per ert rti ti  i y  ya yan ang ng  g d  di dig igu gun una nak aka kan ,ms,id
1566,novembre 2002 .,novembre nov ove vem emb mbr bre re  e   ,it,fr
1567,only the Ottoasty,only the Ottoasty onl nly ly  y t  th the he  e O  Ot Ott tto toa oas ast sty ,ms,en
1568,very smart people,very smart people ver ery ry  y s  sm sma mar art rt  t p  pe peo eop opl ple ,it,en
1569,tournament pros '',tournament t o u r n a m e n t pros p r o s tou our urn rna nam ame men ent nt  t p  pr pro ros os  ,en,fr
1570,population ( including,population including pop opu pul ula lat ati tio ion on  n     i  in inc ncl clu lud udi din ing ,ca,en
1571,) · Indonesia,· Indonesia  ·  · I  In Ind ndo don one nes esi sia ,vi,id
1572,· Ungern ·,· Ungern · · U  Un Ung nge ger ern rn  n · ,sv,no
1573,ol al la,ol o l al a l la l a ol  l a  al al  l l  la ,eo,ca
1574,", kablove ,",kablove k a b l o v e  ka kab abl blo lov ove ve  ,sh,tr
1575,som den antika,som den antika som om  m d  de den en  n a  an ant nti tik ika ,sv,no
1576,( nog ),nog  no nog og  ,vo,no
1577,") , mga",mga   m  mg mga ,war,ceb
1578,Tour • Nicolas,Tour T o u r • • Nicolas N i c o l a s Tou our ur  r •  •  • N  Ni Nic ico col ola las ,sh,pl
1579,kaldes de 4,kaldes de kal ald lde des es  s d  de de  ,da,fr
1580,Стокгольм ( 847,Стокгольм С т о к г о л ь м Сто ток окг кго гол оль льм ьм  м   ,uk,ru
1581,"histórico , artístico",histórico artístico his ist stó tór óri ric ico co  o     a  ar art rtí tís íst sti tic ico ,gl,pt
1582,Poslije se razvijalo,Poslije se razvijalo Pos osl sli lij ije je  e s  se se  e r  ra raz azv zvi vij ija jal alo ,sh,hr
1583,translated from the,translated from the tra ran ans nsl sla lat ate ted ed  d f  fr fro rom om  m t  th the ,ro,en
1584,men mister store,men m e n mister m i s t e r store s t o r e men en  n m  mi mis ist ste ter er  r s  st sto tor ore ,nn,da
1585,e i quindici,e e i i quindici q u i n d i c i e i  i  i q  qu qui uin ind ndi dic ici ,it,ca
1586,Restoring cortical control,Restoring R e s t o r i n g cortical c o r t i c a l control c o n t r o l Res est sto tor ori rin ing ng  g c  co cor ort rti tic ica cal al  l c  co con ont ntr tro rol ,uk,ca
1587,"kod Mancikerta 1071 . godine , kada su Turci Seldžuci",kod Mancikerta godine kada su Turci Seldžuci kod od  d M  Ma Man anc nci cik ike ker ert rta ta  a         g  go god odi din ine ne  e     k  ka kad ada da  a s  su su  u T  Tu Tur urc rci ci  i S  Se Sel eld ldž džu žuc uci ,sr,sh
1588,", 2009 )",,el,en
1589,de 20º C,de º C de  e º  º  º C ,gl,es
1590,( 1815 ),,ja,en
1591,član UN-a .,član UNa čla lan an  n U  UN UNa Na  ,hr,es
1592,zagotavljali elektriko .,zagotavljali elektriko zag ago got ota tav avl vlj lja jal ali li  i e  el ele lek ekt ktr tri rik iko ko  ,sl,hr
1593,oppkalla etter byen,oppkalla etter byen opp ppk pka kal all lla la  a e  et ett tte ter er  r b  by bye yen ,nn,no
1594,"Bosnia-Hercegovina , og",BosniaHercegovina og Bos osn sni nia iaH aHe Her erc rce ceg ego gov ovi vin ina na  a     o  og ,nn,no
1595,↑ `` Das Verstehen anderer Kulturen wurzelt im Erlernen der,↑ Das Verstehen anderer Kulturen wurzelt im Erlernen der ↑     D  Da Das as  s V  Ve Ver ers rst ste teh ehe hen en  n a  an and nde der ere rer er  r K  Ku Kul ult ltu tur ure ren en  n w  wu wur urz rze zel elt lt  t i  im im  m E  Er Erl rle ler ern rne nen en  n d  de der ,eo,de
1596,• Форум (,• • Форум Ф о р у м • Ф  Фо Фор ору рум ум  ,be,ru
1597,soviétiques . —,soviétiques — sov ovi vié iét éti tiq iqu que ues es  s     — ,az,ru
1598,· Argentina ·,· Argentina · · A  Ar Arg rge gen ent nti tin ina na  a · ,sl,es
1599,"dobara , gdje",dobara gdje dob oba bar ara ra  a     g  gd gdj dje ,sh,hr
1600,e ),e ,th,fr
1601,"oksitocin , tvar",oksitocin o k s i t o c i n tvar t v a r oks ksi sit ito toc oci cin in  n     t  tv tva var ,hr,fi
1602,", S. 560 f .",S f  S  S     f  f  ,de,en
1603,= 0.01 M,M M   M ,el,en
1604,vuelta ) .,vuelta v u e l t a vue uel elt lta ta  a   ,es,fr
1605,( derunder det,derunder det  de der eru run und nde der er  r d  de det ,nn,de
1606,"test , a",test a tes est st  t     a ,hu,en
1607,:Educationin,Educationin Edu duc uca cat ati tio ion oni nin ,ja,en
1608,"Individual , and",Individual and Ind ndi div ivi vid idu dua ual al  l     a  an and ,sv,en
1609,ez a korai,ez e z a a korai k o r a i ez  z a  a  a k  ko kor ora rai ,hu,eu
1610,( 15-7-2009 ),,el,en
1611,Van Nedderland Indie,Van Nedderland Indie Van an  n N  Ne Ned edd dde der erl rla lan and nd  d I  In Ind ndi die ,id,de
1612,SLR ) (,SLR S L R SLR LR  R   ,pt,fr
1613,lingue non territoriali,lingue non territoriali lin ing ngu gue ue  e n  no non on  n t  te ter err rri rit ito tor ori ria ial ali ,it,gl
1614,", p. 175",p p  p  ,ro,de
1615,ex illis ad,ex e x illis i l l i s ad a d ex  x i  il ill lli lis is  s a  ad ,ru,fr
1616,la 31-an de,la l a an a n de d e la  a a  an an  n d  de ,eo,fr
1617,• Grenado •,• Grenado • • G  Gr Gre ren ena nad ado do  o • ,eo,pt
1618,", ‎ 2013 , 408 p. ( ISBN 978-2-8143-0154-2 ,",‎ p ISBN  ‎  ‎             p  p  p     I  IS ISB SBN BN  N   ,fr,de
1619,", Ian Hunter",Ian Hunter  Ia Ian an  n H  Hu Hun unt nte ter ,fr,en
1620,mest som en,mest som en mes est st  t s  so som om  m e  en ,sv,no
1621,ayrılır . Uzun,ayrılır a y r ı l ı r Uzun U z u n ayr yrı rıl ılı lır ır  r     U  Uz Uzu zun ,az,tr
1622,different methyl-modulated reactions,different methylmodulated reactions dif iff ffe fer ere ren ent nt  t m  me met eth thy hyl ylm lmo mod odu dul ula lat ate ted ed  d r  re rea eac act cti tio ion ons ,hy,en
1623,· Moder Teresa,· · Moder M o d e r Teresa T e r e s a · M  Mo Mod ode der er  r T  Te Ter ere res esa ,sv,da
1624,in a proposed,in a proposed in  n a  a  a p  pr pro rop opo pos ose sed ,ru,en
1625,35 % es,es   e  es ,es,fr
1626,. [ 213,,az,en
1627,03:30 IST (,IST I S T  IS IST ST  ,vi,de
1628,", DS , de Lisle , GW , Nugent ,",DS de Lisle GW Nugent  DS DS  S     d  de de  e L  Li Lis isl sle le  e     G  GW GW  W     N  Nu Nug uge gen ent nt  ,hi,fr
1629,· 2008 .,· · ·   ,sr,no
1630,International Monetary Fund,International Monetary Fund Int nte ter ern rna nat ati tio ion ona nal al  l M  Mo Mon one net eta tar ary ry  y F  Fu Fun und ,uk,el
1631,els van fer,els e l s van v a n fer f e r els ls  s v  va van an  n f  fe fer ,ca,nl
1632,momento era Ciriaco,momento era Ciriaco mom ome men ent nto to  o e  er era ra  a C  Ci Cir iri ria iac aco ,es,it
1633,s. 16 .,s s s   ,cs,en
1634,Francisco Lumen fidei,Francisco Lumen fidei Fra ran anc nci cis isc sco co  o L  Lu Lum ume men en  n f  fi fid ide dei ,es,it
1635,1981 ) ·,· ·   · ,nn,no
1636,", que ten",que q u e ten t e n  qu que ue  e t  te ten ,gl,ca
1637,989,,ja,en
1638,25 de bani,de bani  de de  e b  ba ban ani ,ro,es
1639,", i napredna",i napredna  i  i n  na nap apr pre red edn dna ,sh,sk
1640,"Far breton ,",Far breton Far ar  r b  br bre ret eto ton on  ,eu,hr
1641,195,,zh,en
1642,"Šibenik , 22.",Šibenik Šib ibe ben eni nik ik  k   ,hr,vo
1643,Haiti · Honduras,Haiti · Honduras Hai ait iti ti  i ·  ·  · H  Ho Hon ond ndu dur ura ras ,sl,no
1644,Friedrich Wilhelm Murnau,Friedrich Wilhelm Murnau Fri rie ied edr dri ric ich ch  h W  Wi Wil ilh lhe hel elm lm  m M  Mu Mur urn rna nau ,gl,pt
1645,identitet . Država,identitet Država ide den ent nti tit ite tet et  t     D  Dr Drž rža žav ava ,hr,sh
1646,". Қазақстан ,",Қазақстан Қ а з а қ с т а н  Қа Қаз аза зақ ақс қст ста тан ан  ,fi,kk
1647,"metafizičara , bez",metafizičara m e t a f i z i č a r a bez b e z met eta taf afi fiz izi zič iča čar ara ra  a     b  be bez ,hr,sh
1648,"de allierade ,",de allierade de  e a  al all lli lie ier era rad ade de  ,sv,fr
1649,", control :",control c o n t r o l  co con ont ntr tro rol ol  ,sv,ca
1650,[ væske ],væske v æ s k e  væ væs æsk ske ke  ,nn,da
1651,", una percanta",una percanta  un una na  a p  pe per erc rca can ant nta ,es,it
1652,odla de gurkor,odla o d l a de d e gurkor g u r k o r odl dla la  a d  de de  e g  gu gur urk rko kor ,sv,eo
1653,Aksoni noradrinergičkih neurona,Aksoni noradrinergičkih neurona Aks kso son oni ni  i n  no nor ora rad adr dri rin ine ner erg rgi gič ičk čki kih ih  h n  ne neu eur uro ron ona ,hr,sh
1654,2008 г .,г г  г  ,bg,ru
1655,Britanci ( 85.67,Britanci Bri rit ita tan anc nci ci  i   ,hr,sh
1656,с 1937 года,с с года г о д а с     г  го год ода ,ru,be
1657,2011 ( CET,CET C E T   C  CE CET ,de,fr
1658,2 ] [,,ce,en
1659,. Bruun de,Bruun de  Br Bru ruu uun un  n d  de ,da,fr
1660,sr ) ·,sr · sr  r     · ,uz,no
1661,. Nitya Venkataraman,Nitya Venkataraman  Ni Nit ity tya ya  a V  Ve Ven enk nka kat ata tar ara ram ama man ,vi,id
1662,De Moino ir,De Moino ir De  e M  Mo Moi oin ino no  o i  ir ,lt,eo
1663,argia . Hipotesi,argia Hipotesi arg rgi gia ia  a     H  Hi Hip ipo pot ote tes esi ,eu,en
1664,de Alexander Bernardazzi,de Alexander Bernardazzi de  e A  Al Ale lex exa xan and nde der er  r B  Be Ber ern rna nar ard rda daz azz zzi ,ro,de
1665,Thanh My Tay,Thanh T h a n h My M y Tay T a y Tha han anh nh  h M  My My  y T  Ta Tay ,id,vi
1666,100 ] Sin,Sin   S  Si Sin ,es,de
1667,: 2007PNAS..10414092P .,PNASP  PN PNA NAS ASP SP  ,sh,it
1668,. [ 212,,ar,en
1669,. 16. st.,st   s  st ,cs,en
1670,", Dornbos ,",Dornbos  Do Dor orn rnb nbo bos os  ,it,gl
1671,Aleixandre o Gerardo,Aleixandre o Gerardo Ale lei eix ixa xan and ndr dre re  e o  o  o G  Ge Ger era rar ard rdo ,es,pt
1672,. O Homo,O Homo  O  O H  Ho Hom omo ,gl,es
1673,The Initiative Group,The Initiative Group The he  e I  In Ini nit iti tia iat ati tiv ive ve  e G  Gr Gro rou oup ,sv,en
1674,. 16/2006 .,,cs,en
1675,^ Janet Jackson,Janet Jackson  Ja Jan ane net et  t J  Ja Jac ack cks kso son ,tr,fr
1676,Donato Bramante .,Donato Bramante Don ona nat ato to  o B  Br Bra ram ama man ant nte te  ,sv,pt
1677,Bhārat Gaṇarājya ),Bhārat B h ā r a t Gaṇarājya G a ṇ a r ā j y a Bhā hār āra rat at  t G  Ga Gaṇ aṇa ṇar arā rāj ājy jya ya  ,eu,uz
1678,"općenite namjene , kompaktni mionski solenoid ili CMS , i",općenite namjene kompaktni mionski solenoid ili CMS i opć pće ćen eni nit ite te  e n  na nam amj mje jen ene ne  e     k  ko kom omp mpa pak akt ktn tni ni  i m  mi mio ion ons nsk ski ki  i s  so sol ole len eno noi oid id  d i  il ili li  i C  CM CMS MS  S     i ,sh,hr
1679,`` Madam Batterflay,Madam M a d a m Batterflay B a t t e r f l a y  Ma Mad ada dam am  m B  Ba Bat att tte ter erf rfl fla lay ,az,da
1680,planches ;,planches pla lan anc nch che hes es  ,eo,fr
1681,nitrate and chloride,nitrate and chloride nit itr tra rat ate te  e a  an and nd  d c  ch chl hlo lor ori rid ide ,el,en
1682,Abbey Road Studios,Abbey Road Studios Abb bbe bey ey  y R  Ro Roa oad ad  d S  St Stu tud udi dio ios ,sh,es
1683,· Arques ·,· · Arques A r q u e s · · · A  Ar Arq rqu que ues es  s · ,it,ca
1684,James Monroe •,James Monroe • Jam ame mes es  s M  Mo Mon onr nro roe oe  e • ,uz,cs
1685,( 1915 - 1944 ) .,            ,eu,en
1686,185 km² .,km² k m ²  km km² m²  ,cs,sk
1687,( 1922—1936 ),— —  —  ,ce,ru
1688,· REC Silicon · Schibsted serie A · Schibsted serie B · Seadrill · Statoil · Storebrand · Subsea 7 · Telenor · TGS-NOPEC · Yara International,· · REC R E C Silicon S i l i c o n · · Schibsted S c h i b s t e d serie s e r i e A A · · Schibsted S c h i b s t e d serie s e r i e B B · · Seadrill S e a d r i l l · · Statoil S t a t o i l · · Storebrand S t o r e b r a n d · · Subsea S u b s e a · · Telenor T e l e n o r · · TGSNOPEC T G S N O P E C · · Yara Y a r a International I n t e r n a t i o n a l · R  RE REC EC  C S  Si Sil ili lic ico con on  n ·  ·  · S  Sc Sch chi hib ibs bst ste ted ed  d s  se ser eri rie ie  e A  A  A ·  ·  · S  Sc Sch chi hib ibs bst ste ted ed  d s  se ser eri rie ie  e B  B  B ·  ·  · S  Se Sea ead adr dri ril ill ll  l ·  ·  · S  St Sta tat ato toi oil il  l ·  ·  · S  St Sto tor ore reb ebr bra ran and nd  d ·  ·  · S  Su Sub ubs bse sea ea  a     ·  ·  · T  Te Tel ele len eno nor or  r ·  ·  · T  TG TGS GSN SNO NOP OPE PEC EC  C ·  ·  · Y  Ya Yar ara ra  a I  In Int nte ter ern rna nat ati tio ion ona nal ,no,it
1689,хлор ) .,хлор х л о р хло лор ор  р   ,be,uk
1690,"nonagésimo aniversario ,",nonagésimo aniversario non ona nag agé gés ési sim imo mo  o a  an ani niv ive ver ers rsa sar ari rio io  ,es,gl
1691,mass ratio of,mass ratio of mas ass ss  s r  ra rat ati tio io  o o  of ,th,en
1692,cartas que ele,cartas que ele car art rta tas as  s q  qu que ue  e e  el ele ,pt,es
1693,"Арсений Саппаров ,",Арсений А р с е н и й Саппаров С а п п а р о в Арс рсе сен ени ний ий  й С  Са Сап апп ппа пар аро ров ов  ,az,ru
1694,- Diamant -,Diamant D i a m a n t  Di Dia iam ama man ant nt  ,fi,ca
1695,različitih načina sa,različitih načina sa raz azl zli lič iči čit iti tih ih  h n  na nač ači čin ina na  a s  sa ,hr,sh
1696,Travers i 1898,Travers T r a v e r s i i Tra rav ave ver ers rs  s i  i  ,no,nl
1697,[1],,ja,en
1698,", for at",for at  fo for or  r a  at ,nn,no
1699,", 318 f.",f f   f ,de,en
1700,Ilan Ramon .,Ilan Ramon Ila lan an  n R  Ra Ram amo mon on  ,no,war
1701,Freising • Freyung-Grafenau • Fürstenfeldbruck • Fürth • Fürth (,Freising • FreyungGrafenau • Fürstenfeldbruck • Fürth • Fürth Fre rei eis isi sin ing ng  g •  •  • F  Fr Fre rey eyu yun ung ngG gGr Gra raf afe fen ena nau au  u •  •  • F  Fü Für ürs rst ste ten enf nfe fel eld ldb dbr bru ruc uck ck  k •  •  • F  Fü Für ürt rth th  h •  •  • F  Fü Für ürt rth th  ,da,pt
